"::1","ip6-localhost","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/71.0.3578.80 Chrome/71.0.3578.80 Safari/537.36","http://localhost/LATEST/","","","","","","Wed 19th Dec-2018 05:36 pm"
"::1","ip6-localhost","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/71.0.3578.80 Chrome/71.0.3578.80 Safari/537.36","http://localhost/LATEST/","","","","","","Wed 19th Dec-2018 05:36 pm"
"::1","ip6-localhost","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/71.0.3578.80 Chrome/71.0.3578.80 Safari/537.36","http://localhost/LATEST/","","","","","","Wed 19th Dec-2018 05:36 pm"
"::1","ip6-localhost","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/71.0.3578.80 Chrome/71.0.3578.80 Safari/537.36","http://localhost/LATEST/","","","","","","Wed 19th Dec-2018 05:36 pm"
"::1","ip6-localhost","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/71.0.3578.80 Chrome/71.0.3578.80 Safari/537.36","http://localhost/LATEST/","","","","","","Wed 19th Dec-2018 05:36 pm"
"::1","ip6-localhost","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/71.0.3578.80 Chrome/71.0.3578.80 Safari/537.36","http://localhost/LATEST/","","","","","","Wed 19th Dec-2018 05:36 pm"
"::1","ip6-localhost","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/71.0.3578.80 Chrome/71.0.3578.80 Safari/537.36","http://localhost/LATEST/","","","","","","Wed 19th Dec-2018 05:36 pm"
"::1","ip6-localhost","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/71.0.3578.80 Chrome/71.0.3578.80 Safari/537.36","http://localhost/LATEST/","","","","","","Wed 19th Dec-2018 05:37 pm"
"::1","ip6-localhost","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/71.0.3578.80 Chrome/71.0.3578.80 Safari/537.36","http://localhost/LATEST/","","","","","","Wed 19th Dec-2018 05:37 pm"
"::1","ip6-localhost","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/71.0.3578.80 Chrome/71.0.3578.80 Safari/537.36","http://localhost/LATEST/","","","","","","Wed 19th Dec-2018 05:38 pm"
"::1","ip6-localhost","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/71.0.3578.80 Chrome/71.0.3578.80 Safari/537.36","http://localhost/LATEST/","","","","","","Wed 19th Dec-2018 05:38 pm"
"::1","ip6-localhost","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/71.0.3578.80 Chrome/71.0.3578.80 Safari/537.36","http://localhost/LATEST/index.php","","","","","","Wed 19th Dec-2018 05:38 pm"
"::1","ip6-localhost","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/71.0.3578.80 Chrome/71.0.3578.80 Safari/537.36","http://localhost/LATEST/index.php","","","","","","Wed 19th Dec-2018 05:39 pm"
"::1","ip6-localhost","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/71.0.3578.80 Chrome/71.0.3578.80 Safari/537.36","http://localhost/LATEST/index.php","","","","","","Wed 19th Dec-2018 05:39 pm"
"::1","ip6-localhost","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/71.0.3578.80 Chrome/71.0.3578.80 Safari/537.36","http://localhost/LATEST/index.php","","","","","","Wed 19th Dec-2018 05:39 pm"
"::1","ip6-localhost","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/71.0.3578.80 Chrome/71.0.3578.80 Safari/537.36","http://localhost/LATEST/index.php","","","","","","Wed 19th Dec-2018 05:39 pm"
"::1","ip6-localhost","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/71.0.3578.80 Chrome/71.0.3578.80 Safari/537.36","http://localhost/LATEST/index.php","","","","","","Wed 19th Dec-2018 05:55 pm"
"::1","ip6-localhost","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/71.0.3578.80 Chrome/71.0.3578.80 Safari/537.36","http://localhost/LATEST/index.php","","","","","","Wed 19th Dec-2018 05:56 pm"
